,word_guesses,first_pass,solution_words,solution
930,tute;rete;timoni,tute L A rete S timoni,Tutelare;testimoni,Tutelare testimoni
931,sposi;opera;la;mi,D I sposi TIV opera L la R mi,Dispositivo;per;allarmi,Dispositivo per allarmi
932,arti;eremo;covi,Q U arti eremo S covi TA,Quartiere;moscovita,Quartiere moscovita
933,osso;regge,GR osso G regge,Grosso;gregge,Grosso gregge
934,archi;dei;vento;Eva,archi M E dei N vento L AL Eva,Archimede;invento;la;leva,Archimede invento la leva
935,vasi;vasi;asola,E vasi vasi GNO R asola,Evasiva;signora;sola,Evasiva signora sola
936,corda;dive;ibi,AC corda R E dive RS ibi,Accordare;diversi;bi,Accordare diversi bi
937,unti;pomelli;men;tese;ile,unti pomelli FL UA men tese RV ile,Un;tipo;mellifluamente;servile,Un tipo mellifluamente servile
938,nocchiero;spiedi,RA nocchiero spiedi L E,Ranocchi;e;rospi;ed;ile,Ranocchi e rospi ed ile
939,ali;code;arpa,V ali code IC arpa ZI,Valico;dei;Carpazi,Valico dei Carpazi
940,avo;ria;saio;nero,L avo ria S saio nero SI,Lavori;assai;onerosi,Lavori assai onerosi
941,zio;neo;ile,A zio neo S T ile,Azione;ostile,Azione ostile
942,orto;pale,T orto pale SE,Torto;palese,Torto palese
943,arpie;nipote,D arpie nipote RI,Dar;pieni;poteri,Dar pieni poteri
944,ora;tori;ape;Dante,ora tori ape Dante,Oratoria;pedante,Oratoria pedante
945,nonne;arpa;sen;ossi;di,nonne G arpa NE sen EP ossi E di,Non;negar;pane;se;ne;possiedi,Non negar pane se ne possiedi
946,rima;asso;ari,COP rima TER asso ari GHE,Coprimaterasso;a;righe,Coprimaterasso a righe
947,asta;su;peri;rei;Diana,C asta su peri O rei N Diana,Casta;superiore;indiana,Casta superiore indiana
948,galea;petto,RE galea S petto,Regale;aspetto,Regale aspetto
949,stiva;lettone;Rodari;sol;are,stiva lettone Rodari sol are,Stivaletto;nero;da;risolare,Stivaletto nero da risolare
950,posa;Diana,S posa IN Diana,Sposa;indiana,Sposa indiana
951,preci;oca;latore,preci S oca L CO latore,Preciso;calcolatore,Preciso calcolatore
952,asse;are;tali,"asse GN are VI, tali ZI",Assegnare;vitalizi,Assegnare vitalizi
953,sitar;epa;sili;rane,VI sitar epa E sili T O rane I,Visitare;paesi;litoranei,Visitare paesi litoranei
954,presa;giraffa;con;gru,presa giraffa RI con gru I,Presagir;affari;congrui,Presagir affari congrui
955,prosa;obi;Che,CU prosa CR obi OTI Che,Cupros;acrobitoiche,Cupros acrobitoiche
956,Chioggia;riva;mani;arti,Chioggia R riva DO mani P arti R A,Chi;oggi;arriva;domani;partirà,Chi oggi arriva domani partirà
957,mani;roditori,mani E roditori N O,Maniero;di;Torino,Maniero di Torino
958,sinonimi;abili,C A sinonimi T abili,Casi;non;imitabili,Casi non imitabili
959,Ra;odi;di;colta,G Ra D odi di F FI colta,Grado;di;difficoltà,Grado di difficoltà
960,riso;sedia;sedia,riso R sedia S sedia TI,Risorse;di;assediati,Risorse di assediati
961,stadi;fante,TE stadi ELE fante,Testa;di;elefante,Testa di elefante
962,fra;sediario,fra sediario STO,Frase;di;Ariosto,Frase di Ariosto
963,ara;osso;scie;fico,P ara D osso scie N TI fico,Paradossso;scientifico,Paradossso scientifico
964,Vi;doppio;mani,CO Vi doppio mani,Covi;d;oppiomani,Covi d'oppiomani
965,assi;antere;Cita,APP assi O N antere Cita L,Appassionante;recital,Appassionante recital
966,mi;Erevan,mi S Erevan ITA,Misere;vanità,Misere vanità
967,nodi;frasca;Ti,V I nodi frasca Ti,Vino;di;Frascati,Vino di Frascati
968,dea;lira;unti,I dea lira G G I unti,Ideali;raggiunti,Ideali raggiunti
969,pere;ancore,pere N N E R ancore,Perenne;rancore,Perenne rancore
970,nari;api;rapa;tana,U nari D api ANU rapa KIS tana,Un;arida;pianura;paskisana,Un'arida pianura paskisana
971,ori;ali;adipe;siero,ori G I N ali T adipe N siero,Originalità;di;pensiero,Originalità di pensiero
972,zio;nei;arti,LE zio nei M P arti TA,Lezione;impartita,Lezione impartita
973,Pellico;Stan,AP Pellico Stan TI,Appelli;costanti,Appelli costanti
974,stradino;tesa;tea;erica,MO stradino tesa R tea M erica NE,Mostra;di;note;sarte;americane,Mostra di note sarte americane
975,rea;redi;ari,C rea redi SP ari TA,Creare;disparità,Creare disparità
976,arpe;messi,D arpe R messi,Dar;permessi,Dar permessi
977,ambi;nodi;in;anta,B ambi nodi S in C anta TO,Bambino;disincantato,Bambino disincantato
978,la;rei;tenaglia;mi,la MO rei NC A tenaglia NI mi,L;amore;incatena;gli;animi,L'amore incatena gli animi
979,cono;micio;chini,E cono micio R E C chini,Economici;orecchini,Economici orecchini
980,strada;musi;ovino,NO strada musi N D ovino,Nostradamus;indovino,Nostradamus indovino
981,re;medi;mano,re GI medi S U mano,Regime;disumano,Regime disumano
982,di;gerla,di RI gerla STA,Diriger;l;asta,Diriger l'asta
983,occhiali;menta,FI occhiali menta RI,Fiocchi;alimentari,Fiocchi alimentari
984,resti;Ate,VE resti MM Ate,Vere;stimmate,Vere stimmate
985,piegata;olente;rosa,IM piegata V olente rosa,Impiegata;volenterosa,Impiegata volenterosa
986,ala;tino;abili,G ala N tino T abili,Galanti;notabili,Galanti notabili
987,re;etto;remo;est,P re C etto remo D est O,Precettore;modesto,Precettore modesto
988,fattori;colo,fattori D I colo,Fatto;ridicolo,Fatto ridicolo
989,mora;rea;pesca,DI mora rea pesca RA,Dimorare;a;Pescara,Dimorare a Pescara
990,lime;oche;pia,L A lime N T oche pia CE,L;alimento;che;piace,L'alimento che piace
991,Po;rive;rame;Eva,Po D E rive rame NT Eva STI,Poderi;veramente;vasti,Poderi veramente vasti
992,viole;mani,viole NTI U mani,Violenti;umani,Violenti umani
993,fata;ali;teso,fata L E M ali N teso,Fatale;malinteso,Fatale malinteso
994,avi;avi;tela;conte;nero;re,L avi T avi VE tela conte nero A MO re,La;vita;vivetela;con;tenero;amore,La vita vivetela con tenero amore
995,asso;conta;in,V asso IO conta ZZ in E,Vassoio;con;tazzine,Vassoio con tazzine
996,dita;unite;amo;in;lenza,dita L unite MI amo L in SO lenza,Di;taluni;temiamo;l;insolenza,Di taluni temiamo l'insolenza
997,si;Carpi;menti,ES si C Carpi G menti,Essiccar;pigmenti,Essiccar pigmenti
998,averla;negra,averla CU negra VI,Aver;lacune;gravi,Aver lacune gravi
999,arpe;teda;are,SC arpe T teda M are,Scarpette;da;mare,Scarpette da mare
1000,Po;ara;pipa;alone,Po R T ara M pipa N T alone,Portar;ampi;pantalone,Portar ampi pantalone
1001,Vi;spada;mina,Vi spada mina DCC,Vispa;damina;dimenticca,Vispa damina dimenticca
1002,oli;pio;capo;toghe,oli M pio NI capo R toghe SE,Olimpionica;portoghese,Olimpionica portoghese
1003,velo;pedine;astri,velo C I pedine R astri,Velocipedi;nerastri,Velocipedi nerastri
1004,basi;calate;rane,L A basi L I calate rane N SE,La;basilica;lateranense,La basilica lateranense
1005,Rabat;erica,FLO Rabat T erica,Flora;batterica,Flora batterica
1006,canoe;remi,TO S canoe remi T A,Toscano;eremita,Toscano eremita
1007,papa;ondine;rase,papa L L ondine rase T A,Papalon;di;Nera;Seta,Papalon di Nera Seta
1008,picco;lo;sal;otto,picco lo sal otto,Piccolo;salotto,Piccolo salotto
1009,raffica;tele;tino,T raffica N tele VAN tino,Trafficante;levantino,Trafficante levantino
1010,strali;anatre;onda,AU strali anatre ME B onda,Australiana;tremebonda,Australiana tremebonda
1011,narici;pini,LU MI narici SA L pini,Luminari;cisalpini,Luminari cisalpini
1012,sale;ove;scia,sale R ove scia TO,Sale;rovesciato,Sale rovesciato
1013,ala;cosce;Sei;Talia,ala RI cosce Sei NI Talia,Alarico;scese;in;Italia,Alarico scese in Italia
1014,rima;reso;resi,rima N E reso R P resi,Rimanere;sorpresi,Rimanere sorpresi
1015,sardi;rada,PAS sardi G rada,Passar;di;gradà,Passar di gradà
1016,legge;voga,legge D A voga DRO,Legge;d;avogadro,Legge d'avogadro
1017,barile;tori,TUR barile T tori,Turbar;i;lettori,Turbar i lettori
1018,pera;rea;cunei;erte,SU pera rea L cunei N C erte ZZE,Superare;alcune;incertezze,Superare alcune incertezze
1019,urla;dama;tacchi,B urla dama T tacchi O NI,Burla;da;mattacchioni,Burla da mattacchioni
1020,disco;messi,SOL disco M messi,Soldi;scommessi,Soldi scommessi
1021,ave;in;chiesa;ramo;daini;tele;visi,ave N in chiesa N D ramo N daini I N tele visi O NE,Ave;ninchi;e;sande;mandanìi;in;televisione,Ave ninchi e sande mandanìi in televisione
1022,Messico;ali,Messico M U N ali,Messi;comunali,Messi comunali
1023,canne;oca;ari;gin,CAN canne IL oca LIP ari gin I,Cancan;nei;locali;parigini,Cancan nei locali parigini
1024,est;rivali,MA est rivali D I,Maestri;validi,Maestri validi
1025,corte;Messico;ali,corte S I Messico MU N ali,Cortesi;messi;comunali,Cortesi messi comunali
1026,bara;olla,bara FF olla TO,Bar;affollato,Bar affollato
1027,Era;Davis;amare,V Era N Davis T amare,Veranda;vista;mare,Veranda vista mare
1028,ondate;rive;lido;tori,S ondate M E rive NA lido N A tori,Son;da;temer;i;venali;donatori,Son da temer i venali donatori
1029,lisca;dalia;moro,G lisca N dalia moro SI,Gli;scandali;amorosi,Gli scandali amorosi
1030,Nino;dama;ila;do,DO Nino N dama ila V I do,Doni;non;dà;mai;l;avido,Doni non dà mai l'avido
1031,est;Coco;tese,G est OPO Coco R tese,Gesto;poco;cortese,Gesto poco cortese
1032,orsi;dee;prete;Ate,orsi dee prete Ate,Orsiede;preteate,Orsiede preteate
1033,la;lettera;non;ima,la lettera A non ima,La;lettera;anonima,La lettera anonima
1034,Ron;Ra;foro,C Ron OG Ra foro TTO,Cronografo;rotto,Cronografo rotto
1035,ramarro;perle;carpe,CE ramarro NE perle S carpe,Cera;marrone;per;le;scarpe,Cera marrone per le scarpe
1036,tempie;viso;pirati,tempie ST I viso S pirati,Tempi;estivi;sospirati,Tempi estivi sospirati
1037,tede;carena,tede S carena NA,Tedesca;renana,Tedesca renana
1038,tredici;mici,E L I tredici mici,Elitre;di;cimici,Elitre di cimici
1039,rane;Libia;astri,G rane L Libia N C astri,Granelli;biancastri,Granelli biancastri
1040,canoa;ali;Parigi;tiretti;dischi,VUL canoa LB ali Parigi A N tiretti dischi A,Vulcano;Alba;Lipari;giantiretti;di;schia,"Vulcano, Alba, Lipari, giantiretti di schia"
1041,con;attore;rei;la,con QU I attore rei N C la LI,Conquietto;reir;enclali,Conquietto reir enclali
1042,Rimini;uniti,C Rimini P uniti,Crimini;puniti,Crimini puniti
1043,pinna;lidi;reti,pinna CO lidi M I NA reti,Pinacolidi;mi;naretini,Pinacolidi mi naretini
1044,vasca;nata,DI vasca TE nata,Diva;scatenata,Diva scatenata
1045,uri;Ain;lese,T uri ST Ain G lese,Turista;inglese,Turista inglese
1046,odori;orto,CHI odori T orto,Chiodo;ritorto,Chiodo ritorto
1047,zio;Sam;Aosta,SPA zio Sam AN Aosta,Spaziosa;manaosta,Spaziosa manaosta
1048,tra;falci;Edipo;lana,S tra falci ON Edipo P O lana,Strafalcione;di;popolana,Strafalcione di popolana
1049,rovo;cardi;Gino;oli,P rovo cardi SA Gino T EV oli,Provocar;disagi;notevoli,Provocar disagi notevoli
1050,Magi;ultime;ali,IM Magi NIM ultime DI ali,Immagini;militimediali,Immagini militimediali
1051,avo;alci;are,L avo R O alci Z I are,Lavoro;al;ciziare,Lavoro al ciziare
1052,sarta;testa;re,U sarta N testa DE re,Usar;tante;stadere,Usar tante stadere
1053,tende;zaini,tende N zaini QU A,Tendenza;iniqua,Tendenza iniqua
1054,riva;rese;rei;Ario,AR riva rese MP rei N O R Ario,Arrivare;sempre;in;orario,Arrivare sempre in orario
1055,minio;pero,UO minio pero SI,Uomini;operosi,Uomini operosi
1056,cunei;ibisco;tini,cunei N T ibisco T tini,Cuneinti;biscottini,Cuneinti biscottini
1057,con;schedina,con FI schedina VI,Confische;di;navi,Confische di navi
1058,Parigi;negro,CAM Parigi negro G,Campari;gin;e;rock,"Campari, gin e rock"
1059,ostico;per;tinello;di,P ostico per tinello STA di O,Posti;coperti;nello;stadio,Posti coperti nello stadio
1060,creme;mori,S A creme mori E,Sacre;memorie,Sacre memorie
1061,Grant;Fo,Grant O N Fo,Gran;tonfo,Gran tonfo
1062,Novara;mici,RIN Novara mici ZIE,Rinnovar;amicizie,Rinnovar amicizie
1063,collo;Qu;icone;simili;Bi;Ci,collo Qu icone simili Bi Ci,Colloqui;con;esimi;libici,Colloqui con esimi libici
1064,cassino;Foggia;Derna,MO cassino DI Foggia MO Derna,Mocassino;di;foggia;moderna,Mocassino di foggia moderna
1065,Garda;reo,HAN Garda E reo,Hangar;d;aereo,Hangar d'aereo
1066,ossi;nari;ascari,ossi GE nari P ascari NI,Ossigenar;i;pascari,Ossigenar i pascari
1067,re;oste;chiare,P re SS oste R chiare,Presso;ster;schiare,Presso ster schiare
1068,assiri;dotti,P assiri dotti,Passi;ridotti,Passi ridotti
1069,astice;perle,M astice perle GNO,Mastice;per;legno,Mastice per legno
1070,ceca;ante,VO ceca L ante,Voce;calante,Voce calante
1071,cavolo;Berna;colo,cavolo Berna colo,Cavo;lobernacolo,Cavo lobernacolo
1072,ala;tiare;diva,M ala T tiare CI diva,Malattia;recidiva,Malattia recidiva
1073,abete;ali,FI abete AT R ali,Fiabe;teatrali,Fiabe teatrali
1074,clave;mena,E N clave AR mena,Enclave;armena,Enclave armena
1075,remi;Ariosto;tana,T remi Ariosto N tana TI,Tre;mia;riostantani,Tre mia riostantani
1076,pietra;ferite,S pietra S ferite,Spie;trasferite,Spie trasferite
1077,collo;vin;colato;Dalla;doga,collo S vin colato Dalla doga NA,Collo;svincolato;dalla;dogana,Collo svincolato dalla dogana
1078,ago;di;lesina,L ago di lesina,Lago;di;Lesina,Lago di Lesina
1079,tana;valigia;cane,UNI tana valigia MA I cane,Unita;navali;giamaicane,Unita navali giamaicane
1080,arco;tina,B arco RAN tina,Barco;rantina,Barco rantina
1081,ile;ramarro,G ile ramarro NE,Gilera;marrone,Gilera marrone
1082,podista;topo;toghe,CA podista topo R toghe S E,Capo;di;stato;portoghese,Capo di stato portoghese
1083,base;icona;etano,base L icona P OL etano,Baselico;napoletano,Baselico napoletano
1084,ora;foro;mano,ora foro mano,Orafo;romano,Orafo romano
1085,rei;ondate,PA U rei N F ondate,Paure;infondate,Paure infondate
1086,ode;zaini;mi;ile,PR ode Z zaini mi TA B ile,Prodezza;inimitabile,Prodezza inimitabile
1087,tredici;redi,CE tredici TA redi,Cetre;di;citaredi,Cetre di citaredi
1088,Messico;messi,DI Messico M messi,Dimessi;commessi,Dimessi commessi
1089,dalia;rancio,SAN dalia rancio NE,Sandali;arancione,Sandali arancione
1090,sarta;Po;menti,CAU sarta M Po NA menti,Causar;tamponamenti,Causar tamponamenti
1091,Pan;alone,GiAccaE Pan T alone,Giacca;e;pantalone,Giacca e pantalone
1092,Ares;dati,M Ares S O L dati,Mare;soldatì,Mare soldatì
1093,pale;sarta;lento,pale sarta lento,Palesar;talento,Palesar talento
1094,basi;liana,AL basi CI liana,Alba;siciliana,Alba siciliana
1095,arti;narici;la,QU arti narici C la TA,Quartina;riciclata,Quartina riciclata
1096,sal;guida,PO sal AN guida,Posa;languida,Posa languida
1097,picco;Inter;pedine,picco L A Inter CA pedine,Piccola;intercapedine,Piccola intercapedine
1098,dadi;pedine,C O dadi T OR pedine,Coda;di;torpedine,Coda di torpedine
1099,esca;lima;more,esca CO lima R more I,Escacoli;marmorei,Escacoli marmorei
1100,Grant;coda;Cina,Grant UR coda MA Cina RE,Granturco;da;macinare,Granturco da macinare
1101,Berna;tir;ali,CY Berna U tir I V ali,Cybernauti;rivali,Cybernauti rivali
1102,tessera;creme,tessera LA creme NTE,Tesser;alacremente,Tesser alacremente
1103,orchi;dee;Ra;re,orchi dee Ra re,Orchidea;reare,Orchidea reare
1104,Rabat;cagna,A Rabat AC cagna,Araba;taccagna,Araba taccagna
1105,Anna;ontano,C Anna C ontano,Cannac;ontano,Cannac ontano
1106,colla;mari;usci;aia;arco;sei;pera,colla C A L mari usci R aia F arco sei NS pera TE,Colla;calma;riuscirai;a;far;cose;insperate,Colla calma riuscirai a far cose insperate
1107,Parigi;Atene,COM Parigi Atene NTI,Compari;già;tenenti,Compari già tenenti
1108,canotti;ramarro,canotti E ramarro NE,Canottiera;marrone,Canottiera marrone
1109,ondate;retta;colo;oche;cono;cono;cero;osa,N ondate retta A colo R oche DI cono DI cono S cero GN IC osa,Non;date;retta;a;coloro;che;dicono;di;conoscer;ogni;cosa,Non date retta a coloro che dicono di conoscer ogni cosa!
1110,rom;cuoco;minio,P rom IS cuoco NDO minio,Promiscuo;condominio,Promiscuo condominio
1111,ne;rase;men,ne rase men TE,Nera;semente,Nera semente
1112,Novara;Stati,RIN Novara T TE Stati,Rinnovar;attestati,Rinnovar attestati
1113,Esse;refe;tinello;Oglio,Esse refe RI tinello RG Oglio,Essere;feriti;nell;orgoglio,Essere feriti nell'orgoglio
1114,oca;Lem;sardella,L oca Lem AN sardella TO,Locale;mansardello,Locale mansardello
1115,Parigi;usto,Parigi usto,Pari;giusto,Pari giusto
1116,ultime;di;ali,C ultime di E V ali,Culti;medievali,Culti medievali
1117,nato;pedine,U nato R pedine,Una;torpedine,Una torpedine
1118,ari;topo;toghe,M ari topo R toghe S E,Marito;portoghese,Marito portoghese
1119,Poe;tiare;tini,Poe tiare tini,Poeti;aretini,Poeti aretini
1120,Foggia;remo;teso;ovest,S Foggia remo L teso TT ovest I,Sfoggiare;molte;sottovesti,Sfoggiare molte sottovesti
1121,tris;romani,VE tris P romani,Vetri;spromani,Vetri spromani
1122,unti;ove;re;con;do,unti P ove re con do,Un;tipo;verecondo,Un tipo verecondo
1123,cardi;anatre,cardi G anatre C C E,Cardigan;a;trecce,Cardigan a trecce
1124,tra;puro,tra PP OL puro PI,Trappolp;up;opi,Trappolp up opi
1125,canoe;tinto,V UL canoe S tinto,Vulcano;estinto,Vulcano estinto
1126,madida;bara;con,NO madida bara C con E,Nomadi;da;baraccone,Nomadi da baraccone
1127,Pan;ibisco;Ati,Pan IN ibisco T T Ati,Panini;biscottati,Panini biscottati
1128,nume;Tom;Pio,nume Tom Pio,Numeto;mpio,Numeto mpio
1129,basi;palla;Diana;centina,basi LI CA palla Diana V I centina,Basilica;palladiana;vicentina,Basilica palladiana vicentina
1130,Grant;odi;cardi,Grant I R odi I cardi,Gran;tiro;di;icardi,Gran tiro di icardi
1131,edera;Rosa;tele;Nino,ACC edera ISO Rosa L tele FO Nino,Acceder;ai;sorate;nel;foconino,Acceder ai «sorate» nel foconino
1132,basi;di;stile;manico,basi LI CA di stile RO manico,Basilica;di;stile;romanico,Basilica di stile romanico
1133,corda;rea;cunei;re;semi;ari,RI corda rea L cunei M P re semi LI T ari,Ricordare;alcune;imprese;militari,Ricordare alcune imprese militari
1134,schede;Pan;alone,TA schede I Pan T alone,Tasche;dei;pantalone,Tasche dei pantalone
1135,onde;ultime,W onde RF ultime,Wunderful;time;magico;tempo,Wunderful time (magico tempo)
1136,Parigi;ali,COM Parigi OVI ali,Compari;gioviali,Compari gioviali
1137,pirati;remi,S O S pirati P remi,Sospirati;premi,Sospirati premi
1138,pedali;di;Messi,O S pedali di S Messi,Ospedali;dismessi,Ospedali dismessi
1139,Esse;rei;Berna;Ti,Esse rei Berna Ti,Essere;ibernati,Essere ibernati
1140,Po;Ain;dita;dito,Po E SI Ain E dita dito TO,Poesia;inedita;di;Totò,Poesia inedita di Totò
1141,sarta;tese;tea;tea,PAS sarta N tese RA tea tea TRO,Passar;tante;serate;a;teatro,Passar tante serate a teatro
1142,pie;Garda,S pie Garda NTE,Spiegar;dante,Spiegar dante
1143,ori;pirati,FAV ori SOS pirati,Favori;sospirati,Favori sospirati
1144,are;Ariosto;tana,TU are Ariosto N tana TI,Tuarea;riportantani,Tuarea riportantani
1145,Berna;lido;Ati,TA Berna CO lido R Ati,Tabernacoli;dorati,Tabernacoli dorati
1146,are;in;Qu;nato,M are in Qu I nato,Mare;inquinato,Mare inquinato
1147,cunei;sole;tede;fico,A L cunei sole T tede L P ACI fico,Alcune;isolette;del;Pacifico,Alcune isolette del Pacifico
1148,canoe;pio,AR canoe SEM pio,Arcano;esempio,Arcano esempio
1149,velo;ave;Gino,velo CIT ave R TI Gino SA,Velocità;vertiginosa,Velocità vertiginosa
1150,amare;amare;amare;starne;aro;Ermes,amare L amare M M amare starne L aro P Ermes I,Amare;la;Maremma;ma;restarne;laropèr;mesi;Ioni,Amare la Maremma ma restarne laropèr mesi Ioni
1151,papi;onde;zio,papi LL onde LI zio SO,Pipillon;delizioso,Pipillon delizioso
1152,galli;Ci;spada,galli A Ci spada NA,Gallia;cispadana,Gallia cispadana
1153,ava;pinna;orata,UN ava M pinna M orata,Una;vamp;innamorata,Una vamp innamorata
1154,onde;Messico;oca,B onde Messico LL oca TI,Bond;emessi;collocati,Bond emessi collocati
1155,orchi;rete;timoni,T orchi A rete S timoni,Torchiare;testimoni,Torchiare testimoni
1156,attori;edera,P I attori C edera,Piatto;ricedera,Piatto ricedera
1157,Coco;Ra,GIO Coco Ra LE,Gioco;corale,Gioco corale
1158,denti;Messico;massi;ode;unti;agli;ami,S T U denti AM Messico L massi M ode I P unti agli E S ami,Studenti;ammessi;col;massimo;dei;punti;agli;esami,Studenti ammessi col massimo dei punti agli esami
1159,ode;arpa;alone,F ode R arpa N T alone,Fodera;rantalone,Fodera rantalone
1160,in;rei;con;clave,in DI rei L con clave,Indire;il;conclave,Indire il conclave
1161,di;fusi;mostra;falci,di F fusi SS I mostra falci ONE,Diffusissimo;strafalcione,Diffusissimo strafalcione
1162,basi;canapo;tana,basi L I canapo L E tana,Basilica;napoletana,Basilica napoletana
1163,assiri;etti,P assiri L etti,Passi;riletti,Passi riletti
1164,con;clave;ferito,con clave D I F ferito,Conclave;differito,Conclave differito
1165,visi;arcata;aro,visi T arcata N Z aro,Visitar;Catanzaro,Visitar Catanzaro
1166,cola;schedina;oli,S cola R E schedina P oli,Scolaresche;di;Napoli,Scolaresche di Napoli
1167,navi;pinna;ora,U navi pinna M ora T A,Una;vip;innamorata,Una vip innamorata
1168,pirati;armi,I S pirati C armi,Ispirati;carmi,Ispirati carmi
1169,reo;est;oste;carte,AE reo CH est oste C carte R RA,Aereo;che;stop;est;ancora;terra,Aereo che stop est ancora terra
1170,pedine;astore,CO L pedine F astore,Colpe;di;nefasto;re,Colpe di nefasto re
1171,nei;lesina,F I nei NG lesina,Fine;inglesina,Fine inglesina
1172,Berna;colori;anca,TA Berna colori M B I anca TO,Tabernacolo;rimbiancato,Tabernacolo rimbiancato
1173,raffica;tede;testa,T raffica N tede testa TO,Trafficante;detestato,Trafficante detestato
1174,starter;re,TA starter re NI,Tastar;terreni,Tastar terreni
1175,roride;in;tiare;ari;nati,E R roride ST in A tiare S T ari N S A nati,Errori;destinati;a;restar;insanati,Errori destinati a restar insanati
1176,ile;Ares;Ra;falci,R ile V Ares T Ra falci ONI,Rilevare;strafalcioni,Rilevare strafalcioni
1177,per;Messi;Ati,per Messi D Ati,Permessi;dati,Permessi dati
1178,papero;nido,I papero nido RO,I;paparoni;d;oro,I paparoni d'oro
1179,ossa;pedine,G R ossa T O R pedine,Grossa;torpedine,Grossa torpedine
1180,colle;rase;data,colle rase data,Collera;sedata,Collera sedata
1181,ria;gola;tiare,TI ria N gola tiare T E,Tiri;angolati;a;rete,Tiri angolati a rete
1182,unti;in;colato,unti P O D in OC colato,Un;tipo;dinoccolato,Un tipo dinoccolato
1183,lettera;di,SIG lettera di O,Siglette;radio,Siglette radio
1184,vasca;chiese;minatore;pine,NON vasca L Z O chiese minatore D I S pine,Non;va;scalzo;chi;è;seminatore;di;spine,Non va scalzo chi è seminatore di spine
1185,file;ultime;di,file M ultime di ALE,File;multimediale,File multimediale
1186,raffica;nei;assi;fon,T raffica R nei B assi fon DI,Trafficar;nei;bassifondi,Trafficar nei bassifondi
1187,sarda;rospi;orcio,PAS sarda VE rospi L orcio,Passar;da;vero;spilorcio,Passar da vero spilorcio
1188,in;sala;teca;sarda;sci,in sala teca E sarda A sci O,Insalate;Caesar;da;Aschio,Insalate «Caesar» da Aschio
1189,Roma;ove;sta,Roma NZ ove RI sta,Romanzo;verista,Romanzo verista
1190,scope;Edipo;toghe,scope R T Edipo R toghe S I,Scoperte;di;portoghesi,Scoperte di portoghesi
1191,destra;dalia;tane,CO destra dalia G O S tane,Code;stradali;agostane,Code stradali agostane
1192,pia;Edipo;odori,pia N T Edipo M odori,Piante;di;pomodori,Piante di pomodori
1193,Berna;neri;usci,I Berna ZI O neri usci T A,Ibernazione;riuscita,Ibernazione riuscita
1194,esca;polipo;toghe,TR esca polipo R toghe S I,Tre;scapoli;portoghesi,Tre scapoli portoghesi
1195,api;dive;Cerere,C api dive S TI Cerere,Capi;di;vesticerere,Capi di vesticerere
1196,orsi;reo;Mia,T orsi A reo Mia E,Torsiare;omie,Torsiare omie
1197,Foggia;resto;divi;son,S Foggia resto LE divi son E,Sfoggiare;stole;di;visone,Sfoggiare stole di visone
1198,lettera;dio,CA lettera dio SE,Calette;radiose,Calette radiose
1199,di;ceca;valle;come;dio;vale,CO di ceca valle RE S come dio E vale,Codice;cavalleresco;medioevale,Codice cavalleresco medioevale
1200,ava;zia;agli;minio;dio,L ava RI zia F agli UO minio dio SI,L;avarizia;fa;gli;uomini;odiosi,L'avarizia fa gli uomini odiosi
1201,con;sci;teste;valigia;sai,SE con O sci teste S S O valigia A S sai,Se;conosci;te;stesso;ligi;ai;assai,Se conosci te stesso ligi ai assai
1202,rovi;ceca;pane,P rovi N ceca M pane,Province;campane,Province campane
1203,mora;tinello;pedale,DI mora N tinello S pedale,Dimoranti;nell;ospedale,Dimoranti nell'ospedale
1204,spada;naso;asola,VI spada MI naso L asola,Vispa;damina;sola;sola,Vispa damina sola sola
1205,ducato;conte;gnomo;rase;ree;ispettore;Cipro;timer;Era,E ducato conte gnomo ST rase MP ree R ispettore Cipro CO timer IT Era I,Educato;contegno;mostra;sempre;e;rispetto;reciproco;ti;meriterai,Educato contegno mostra sempre e rispetto reciproco ti meriterai
1206,pini;nichel;ascia;basi,O pini O nichel ascia NO basi T I,Opinioni;che;lasciano;basiti,Opinioni che lasciano basiti
1207,la;riso;pirati,la V O riso S pirati,Lavori;sospirati,Lavori sospirati
1208,pin;adipe;ceca,pin N adipe S ceca NE,Pinna;di;pescecane,Pinna di pescecane
1209,Messico;menti,SOM Messico M menti,Sommessi;commenti,Sommessi commenti
1210,foca;ceca,foca C ceca LDE,Focacce;calde,Focacce calde
1211,rase;rena,U N O rase rena,Un;ora;serena,Un'ora serena
1212,sal;in,CA sal in DA,Casa;linda,Casa linda
1213,pietra;pane,COP pietra pane SI,Coppie;trapanesi,Coppie trapanesi
1214,son;la;lenti,MON: son la O lenti,Monsola;oolenti,Monsola oolenti
1215,re;odi;etto;barile,T re N odi R etto barile CCE,Treno;diretto;Bari;Lecce,Treno diretto Bari-Lecce
1216,su;la;si;Volga,"su DIC, la si Volga RI",Sudica;lisi;volgari,Sudica lisi volgari
1217,nari;posta;do;ceca;lira,U nari S posta do L ceca L MA lira,Una;risposta;dolce;calma;l;ira,Una risposta dolce calma l'ira
1218,papi;istrici,papi L istrici N DY,Pilistri;cindy,Pilistri cindy
1219,testa;para;ultime;ali,testa RA P para TI M ultime DI ali,Testar;apparati;militare,Testar apparati militare
1220,ila;sciarpe;Messico;letti,R ila sciarpe R Messico L letti V I,Rilasciar;permessi;collettivi,Rilasciar permessi collettivi
