,word_guesses,first_pass,solution_words,solution
879,in;sala;teca;sarda;sci,in sala teca E sarda A sci O,Insalate;Caesar;da;Aschio,Insalate «Caesar» da Aschio
880,naso;ras;toro,U naso NO ras toro TA,Una;sonora;storotata,Una sonora storotata
881,uova;pera;in;silos;Bi;agli;denti,N uova O pera in silos Bi L E agli S T U denti,Nuova;opera;insilosbiliche;agli;studenti,Nuova opera insilosbiliche agli studenti
882,aro;aperto;Era;remo;stie,ER aro S aperto LL Era remo L E stie,È;raro;saper;tollerare;molestie,È raro saper tollerare molestie
883,Roma;ago,PO Roma UFR ago,Popora;ufrago,Popora ufrago
884,con;ultime;rima;dati,con S ultime DI CI rima N dati,Consulti;medici;rimandati,Consulti medici rimandati
885,mura;osti;Lione;dive;redi;poli,mura T D A P osti G Lione dive N N E redi N A poli,Murat;da;postiglione;divenne;re;di;Napoli,Murat da postiglione divenne re di Napoli
886,anello;tomo,MAR anello tomo VE,Maranello;tomov;eve,Maranello tomov eve
887,lacca;Danby;are,lacca DE Danby LI T are,L;accadanbi;litarea,L'accadanbi litarea
888,trota;riso;ala;are,AR trota riso P R ala L T are,Aristòr;riso;prala;l;tare,Aristòr riso prala l'tare
889,latte;raggio;cappa;falco,latte R raggio A cappa D I falco,L;atterraggio;a;Cappadigalico,L'atterraggio a Cappadigalico
890,forma;aura,forma ST aura,Forma;staura,Forma staura
891,pesce;fit;Lodi;peri,pesce fit Lodi M peri A,Pe;seffito;d;Imperia,Pe seffito d'Imperia
892,ulivi;viso;est;ori;lati,F ulivi viso N T est ori CO lati NO,Fu;livvi;vinto;storico;latino,Fu livvi vinto storico latino
893,Lazio;anestetico;ali,RE Lazio NI anestetico T ali,Relazioni;a;neste;ticotali,Relazioni a' neste ticotali
894,piromani;oca;coda;nana,RI M piromani oca R I coda nana S,Rimpiroma;niocar;i;codanas,Rimpiroma niocar i' codanas
895,elica;la;Adamo,D elica la RI Adamo RE,Delicara;radio;d;amore,Delicara radio d'amore
896,assi;loto;mento,assi L loto R mento SO,Assillo;tormentoso,Assillo tormentoso
897,nave;maiali;auto,NO nave R maiali auto TTI,Non;aver;mai;aiali;autotti,Non aver mai aiali autotti
898,attiva;sorte,C attiva sorte,Cattiva;sorte,Cattiva sorte
899,steso;coli,MI steso M UN coli,Mister;somuncoli,Mister somuncoli
900,Poe;tiro;mantici,Poe tiro mantici,Poeti;romantici,Poeti romantici
901,in;serie;dame;catino,C in E serie dame R catino,Cineserie;da;mercatino,Cineserie da mercatino
902,tre;nomi;Ares;corta,tre nomi LI T Ares corta TO,Treno;militare;scortato,Treno militare scortato
903,unte;tosa;marce,unte M U tosa marce I,Un;temuto;samarcei,Un temuto samarcei
904,nane;mici;spugna,CA nane mici E spugna TI,Cananemi;ciespu;gnattati,Cananemi ciespu gnattati
905,orche;Venere,T orche ARU Venere,Torchear;uve;nere,Torchear uve nere
906,Pan;alone,GiAccaE Pan T alone,Giacca;e;pantalone,Giacca e pantalone
907,nero;ghiro;etti,O nero N ghiro CCH etti,Oneroghi;rocchetti,Oneroghi rocchetti
908,nato;porci,U nato porci SA,Una;toporci;sa,Una toporci sa
909,orsi;dee;prete;Ate,orsi dee prete Ate,Orsiede;preteate,Orsiede preteate
910,orme;are;anelli;tesi,A D D orme N T are anelli S tesi A,Addormentare;nell;istestia,Addormentare nell'isteria
911,in;silos;lepre;viso,in silos BI lepre A V viso,Insilosbilepre;avviso,Insilosbilepre avviso
912,ras;toro,DU ras toro TA,Dura;storotata,Dura storotata
913,baffi;arma;ore,SU baffi TT arma N ore,Subaffittar;manore,Subaffittar manore
914,sol;dati;canto;nati,sol dati canto nati,Soldati;cantonati,Soldati cantonati
915,pie;alone,pie RO BA D alone,Piero;Baldalone,Piero Baldalone
916,coppia;tomi,S coppia tomi CI,Scoppi;atomici,Scoppi atomici
917,alani;malva;articoli;Corea;menta,H alani MO malva articoli RA N Corea LI menta,Ha;l;animo;malvarti;col;rancore;alimenta,Ha l'animo malvarti col rancore alimenta
918,asso;Ugo,CHI asso SF Ugo,Chiasso;sfuggo,Chiasso sfuggo
919,catino;porta;porte,MER catino DI porta porte S E,Mercatino;di;porto;Portese,Mercatino di porto Portese
920,punte;articoli,punte G articoli A RO,Puntegar;ticoliar,Puntegar ticoliar
921,lord;deriso;ode;astori,lord O deriso LT ode LL astori A,Lordore;disolto;della;storia,Lordore disolto della storia
922,barbiere;lista;ali,CA barbiere BI lista T ali,Cabarbi;erebili;statali,Cabarbi erebili statali
923,pirati;animali;more;pirati;animali;more;pirati;animali;more,pirati CU R animali DA more,Pira;ti;curan;a;mida;m;ero;Pira;ti;curan;a;mida;m;ero;Pira;ti;curan;a;mida;m;ero,Pira ti curan a mida m'ero
924,idea;rete;fori,S idea rete DO fori,Siderete;dofori,Siderete dofori
925,chiama;tarabusi,chiama P ET tarabusi,Chiampette;rabusi,Chiampette rabusi
926,asta;carene;nere;est;chino;ava;lidi;menti,B asta PO carene nere T est AA chino NH ava lidi A R GO menti,Basta;poco;re;nerete;stàa;c;hin;ava;la;vidià;gomenti,Basta poco re nerete stàa c hin ava la vidià gomenti
927,fattorino;nano,fattorino nano RD,Fatto;rin;a;nord,Fatto rin a nord
928,anta;lessi,S anta lessi O,Sant;Alessio,Sant'Alessio
929,est;arpe;lessi,R est arpe R P lessi,Restar;perplessi,Restar perplessi
930,more;Aldo,A more SF Aldo,Amore;sfaldo,Amore sfaldo
931,unte;rose;topo;ovalata,unte S O rose P O L topo C ovalata,Un;tesoro;sepolto;poco;valà,Un tesoro sepolto poco valà
932,mini;lido,mini E lido NIO,Minieli;d;onio,Minieli d'onio
933,bocca;lidi;oro,I bocca lidi VI N oro SSO,I;boccali;di;vino;rosso,I boccali di vino rosso
934,secco;somalo;re,secco I O somalo re,Secchiooso;malore,Secchiooso malore
935,pallina;ode;oli,pallina T ode M oli TO,Pallinato;demolito,Pallinato demolito
936,navi;pinna;ora,U navi pinna M ora T A,Una;vip;innamorata,Una vip innamorata
937,son;la;lenti,MON: son la O lenti,Monsola;ololenti,Monsola ololenti
938,Trani;Eros;Ares,S Trani Eros OL IT Ares,Straniero;solitares,Straniero solitares
939,Verona;Urali,Verona T Urali STA,Vero;naturista,Vero naturista
940,stanza;esili,SO stanza CH esili Q UEFA,Sostanza;che;si;liquaù,Sostanza che si liquaù
941,aule;olivo;dive;chili,B aule C olivo dive C chili BRI,Baule;colvi;do;vecchi;libri,Baule colvi do vecchi libri
942,arti;colo;bocca,U N arti colo D I bocca,Un;articolo;di;bocca,Un articolo di bocca
943,mento;sul;tasso;disco,AU mento sul tasso disco NTO,Aumento;sul;tasso;di;sconto,Aumento sul tasso di sconto
944,per;Sidone;manici,R E per Sidone manici,Repersi;donemanici,Repersi donemanici
945,arpa;monella,US arpa monella R I,Usar;pomonelli;rari,Usar pomonelli rari
946,tre;icona;mina;Ci,S tre S icona mina T I Ci,Stresicona;minatici,Stresicona minatici
947,buca;oli;Ati,TA buca NS oli D Ati,Tabù;cansolidati,Tabù cansolidati
948,bar;redini;chele;stagno,bar redini chele stagno,Barre;di;nichel;e;stagno,Barre di nichel e stagno
949,monella;astri,L I monella R astri,Limonelle;rarastri,Limonelle rarastri
950,re;Diana;nidi;ode,P re MI Diana G nidi L ode,Premidi;anag;nidiol;ed;ode,Premidi anag nidiol ed ode
951,chiesa;mas;menti;dio,chiesa V IO mas menti L O dio,Chi;è;savio;mai;smentili;d;odio,Chi è savio mai smentili d'odio
952,nota;Tosca;toro;visti,SO nota N Tosca L toro R RI visti,Sono;tanto;scaltor;or;rivististi,Sono tanto scaltor or rivististi
953,ance;scopa;soprano,F R ance scopa O soprano STI,Francesco;Paoso;Prasti,Francesco Paoso Prasti
954,Sumeri;armadio;bilie;avi;fico,A S Sumeri N armadio bilie BR avi O fico I,Assumer;inarmadiobili;e;bravi;officio,Assumer inarmadiobili e bravi officio
955,pesce;bus;tocco,pesce bus tocco,Pe;scebusto;cottocchie,Pe scebusto cottocchie
956,sacra;ite,P E sacra V ite,Pesacra;vita,Pesacra vita
957,diesis;difesa,BI diesis difesa,Bidiesi;di;fesa,Bidiesi di fesa
958,cari;ad;proiettile,cari C ad I proiettile,Carica;di;proietto,Carica di proietto
959,oro;articoli,oro LO articoli C,Oroloarti;coli,Oroloarti coli
960,accetta;rovescio;porta;tini;chili,IN accetta rovescio M porta M EN tini chili STI,Inaccettavose;comportamenti;nichilisti,Inaccettavose comportamenti nichilisti
961,Alba;esche,Alba MA N Z esche,Alba;manzesche,Alba manzesche
962,orci;arpa;orme,A CC orci arpa N T orme,Accorciar;pantorme,Accorciar pantorme
963,sci;Enza;vile,CO sci Enza C I vile,Coscienza;civile,Coscienza civile
964,Verona;etto,PO Verona N etto,Povero;nanetto,Povero nanetto
965,ali;mento;silos;chiare,L ali mento IN silos chiare LE,L;alimento;insilosciare,L'alimento insilosciare
966,ile;orli;ali,F ile SM orli DI ali,FileS;moralidiali,FileS moralidiali
967,Aci;manti,S Aci manti C H E,Sacima;tintiche,Sacima tintiche
968,acanto;mente;ari,PL acanto R A mente ari D A,Placa;tormentea;rida,Placa tormentea rida
969,unica;ioni;ultime;ali,COM unica Z ioni M ultime DI ali,Comunicazioni;militimediali,Comunicazioni militimediali
970,Pe;lari;di,Pe lari G I A di B I S,Pelar;igiadi;b;Ibis,Pelar igiadi b'Ibis
971,re;icona;zie,P re S icona TI zie,Presicona;tizie,Presicona tizie
972,triste;ali,COR triste N ali,Corti;stenali,Corti stenali
973,incas;alici;nari,incas alici nari,Incasali;cinari,Incasali cinari
974,colo;ali;viola,colo SS ali viola FF,Colossali;violaf,Colossali violaf
975,artemide;menti,F artemide P RI menti,Far;temi;deprimenti,Far temi deprimenti
976,avidi;orsi,G R avidi S C orsi,Gravi;discorsi,Gravi discorsi
977,Ezio;dive;mento,SF Ezio dive RT I mento,Sfidivo;vertimento,Sfidivo vertimento
978,pesce;remo;arantxa,pesce D remo ND arantxa E,Pe;scedremo;darantxaè,Pe scedremo darantxaè
979,verro;mosche,A verro mosche C,Aver;romo;shec,Aver romo shec
980,ginestra;cipresso,AR ginestra C cipresso,Argine;straccipresso,Argine straccipresso
981,teda;corsetto,teda TO DIS corsetto,Tedato;discorsetto,Tedato discorsetto
982,assisa;tartaree,GR assisa tartaree I,Grassi;satarée,Grassi satarée
983,edera;acqua,F edera FF acqua,Fede;raffaququa,Fede raffaququa
984,affiches;car;are,B affiches car G L I are,Baffi;che;scar;gli;arearoli,Baffi che scar gli arearoli
985,accetta;api;aia,SF accetta T api E T aia,Sfaccettata;pietà;ià,Sfaccettata pietà ià
986,sul;maniero,MU sul maniero ICI,Musulmani;eroici,Musulmani eroici
987,aster;tana;tori,P aster tana L I tori,Pasterta;natalitori,Pasterta natalitori
988,Cooper;scopa;saggio;sale;in,Cooper O RE scopa E saggio sale NT in O,Cooperatore;scapestà;giallentino,Cooperatore scapestà giallentino
989,libro;dotto,CA libro RI dotto,Calibro;ridotto,Calibro ridotto
990,zio;Sam;Aosta,SPA zio Sam AN Aosta,Spaziosa;manaosta,Spaziosa manaosta
991,campanello;Era;re,S campanello LL Era re,Scamp;anellerare,Scamp anellerare
992,more;trina;lago;Varese;per;abile,T U more trina lago Varese per abile,Tumore;trin;alago;vareseperabile,Tumore trin alago vareseperabile
993,tosa;siringa,GU S tosa BI siringa,Gustosa;bisiringa,Gustosa bisiringa
994,con;ultime;di,con S ultime di CI,Consulti;medici,Consulti medici
995,letto;Ugo,BAL letto SF Ugo,Balletto;sfuggo,Balletto sfuggo
996,teso;Madrid,teso R O Madrid,Tesoro;ma;Dad,"Tesoro, ma Dad?"
997,ami;orlo;unte;losco;Ero;ami;orlo;unte;losco;Ero;ami,L ami C orlo unte S OR losco EV Ero,L;amico;rloù;un;tesoro;lo;s;cuore;L;amico;rloù;un;tesoro;lo;s;cuore,L'amico rloù un tesoro lo s cuore
998,fa;proiettile,SO fa proiettile,Sofà;proiettile,Sofà proiettile
999,Pan;occhi,D O Pan N T occhi,Dopan,Dopan ntocchi
